splitr_count	splitr_span_pvalue	splitr_pos_pvalue	splitr_min_pvalue	adjacent	altsplice	break_adj_entropy1	break_adj_entropy2	break_adj_entropy_min	break_predict	breakpoint_homology	breakseqs_estislands_percident	cdna_breakseqs_percident	coding1	coding2	concordant_ratio	deletion	downstream1	downstream2	est_breakseqs_percident	eversion	exonboundaries	exonic1	exonic2	expression1	expression2	gene_align_strand1	gene_align_strand2	genome_breakseqs_percident	interchromosomal	interrupted_index1	interrupted_index2	intronic1	intronic2	inversion	max_map_count	max_repeat_proportion	mean_map_count	min_map_count	num_multi_map	num_splice_variants	orf	read_through	repeat_proportion1	repeat_proportion2	span_count	span_coverage1	span_coverage2	span_coverage_max	span_coverage_min	splice_score	splicing_index1	splicing_index2	upstream1	upstream2	utr3p1	utr3p2	utr3pexchange	utr5p1	utr5p2	utr5pexchange	validated
168	0.006274214	0.00998522	0.01757465	N	N	3.128086133	2.78682588	2.78682588	splitr	2	1.11E-16	0	N	N	1	N	N	N	0	N	N	N	N	7	120	+	-	1.11E-16	N	1	1	Y	Y	Y	1	0	1	1	0	4	N	N	0	0	5	0.410539429	0.539429715	0.539429715	0.410539429	2	0	0	N	N	N	N	N	N	N	N	N
14	1	0.8338525	0.4233619	N	N	3.707195431	3.642310438	3.642310438	splitr	1	0	0	Y	Y	0	N	N	N	0	Y	Y	Y	Y	724	3483	-	+	0	N	1	1	N	N	N	1	0.005347594	1	1	0	1	Y	N	0.005347594	0	40	1.065807686	1.060108179	1.065807686	1.060108179	4	0	0	N	N	N	N	N	N	N	N	Y
3	0.797734	0.6994558	0.1307877	N	Y	3.347241435	3.700409213	3.347241435	splitr	0	0	0	Y	Y	0	Y	N	N	0.048780488	N	Y	Y	Y	211	338	-	+	0	N	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	7	0.917620521	0.866324964	0.917620521	0.866324964	4	0	0	N	N	N	N	N	N	N	N	Y
7	1	0.8856343	0.4068197	N	N	3.685773202	3.346154933	3.346154933	splitr	1	0.005235602	0.005235602	Y	Y	0	N	N	N	0.005235602	Y	Y	Y	Y	120	53	-	+	0.005235602	N	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	15	1.071507192	1.054408673	1.071507192	1.054408673	4	0	0	N	N	N	N	N	N	Y	N	Y
51	0.7212722	0.8083658	0.5979068	N	N	3.594251388	3.337841131	3.337841131	splitr	4	0.021164021	0	N	N	0	N	N	N	0.021164021	N	N	N	N	8925	875	+	+	0.021164021	N	1	1	Y	Y	Y	2	0.651041667	1.042105263	1	4	2	N	N	0.108910891	0.651041667	95	1.151300281	1.094305218	1.151300281	1.094305218	1	0	0	N	N	N	N	N	N	N	N	Y
3	0.2761302	0.2820741	0.5747749	N	N	3.506787304	3.410638698	3.410638698	splitr	0	1.11E-16	0	N	N	0.777777778	N	N	N	0	N	N	N	N	60	151	+	+	1.11E-16	Y	1	1	Y	Y	N	2	0	1.444444444	1	4	1	N	N	0	0	9	0.593893442	0.738493585	0.738493585	0.593893442	3	0	0	N	N	N	N	N	N	N	N	N
1	0.4561368	0.9811268	0.939903	N	N	2.104431542	1.291318301	1.291318301	splitr	36	0	0	N	N	0.2	N	N	Y	0	N	N	N	N	151	4530	+	-	0	Y	1	1	Y	Y	N	28	1	12.4	2	5	1	N	N	0.909090909	1	5	0.392371849	0.417850541	0.417850541	0.392371849	1	0	0	N	N	N	N	N	N	N	N	N
5	6.11E-15	0.00975982	0.006378827	N	N	3.169358966	3.670178669	3.169358966	splitr	6	0.096774194	0.419354839	N	Y	0	N	N	N	0.419354839	N	N	N	Y	6	6721	+	+	0.096774194	Y	1	1	Y	N	N	1	0	1	1	0	1	N	N	0	0	73	0.397467587	0.77964796	0.77964796	0.397467587	1	0	0	N	N	N	N	N	N	N	N	N
22	0.6846732	0.00589856	0.01871532	N	N	3.007252444	3.505754235	3.007252444	splitr	18	0	0.14	N	N	0	N	N	N	0.24	N	N	Y	N	8600	611	+	-	0.14	Y	1	1	N	Y	N	45	0.864197531	24.55555556	1	8	1	N	N	0	0.864197531	9	0.652254503	0.412754802	0.652254503	0.412754802	2	0	0	N	N	Y	N	N	N	N	N	N
2	1	0.2874345	0.4609277	N	N	3.664889529	3.570639227	3.570639227	splitr	1	0	0	Y	Y	0	N	N	N	0	N	Y	Y	Y	528	2116	+	-	0	Y	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	9	0.807207599	0.919603594	0.919603594	0.807207599	4	0	0	N	N	N	N	N	N	N	N	Y
4	0.7390203	0.4203863	0.8199295	N	N	3.180865263	3.2478469	3.180865263	splitr	1	0	1.11E-16	Y	Y	0	N	N	N	1.11E-16	N	Y	Y	Y	530	151	+	-	0	Y	1	1	N	N	N	1	0	1	1	0	1	Y	N	0	0	10	1.15972231	1.021781771	1.15972231	1.021781771	4	0	0	N	N	N	N	N	N	N	N	Y
8	0.3116743	0.6267684	0.8239448	N	N	3.389123182	3.415760004	3.389123182	splitr	3	0.006369427	0	Y	Y	0	N	N	N	0.031847134	N	Y	Y	Y	440	528	-	+	0.006369427	Y	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	13	0.924712503	0.873623414	0.924712503	0.873623414	4	0	0	N	N	N	N	N	Y	Y	Y	Y
1	0.8293421	0.6551048	0.7503774	Y	N	3.257193771	3.424642867	3.257193771	splitr	4	1.11E-16	0.057692308	Y	Y	0	N	N	N	0.057692308	N	Y	Y	Y	46	445	+	-	0	N	1	1	N	N	Y	1	0	1	1	0	1	Y	N	0	0	6	0.572197792	0.521108703	0.572197792	0.521108703	4	0	0	N	N	N	N	N	N	N	N	Y
5	0.8839528	0.2163225	0.3301172	N	N	3.423168717	3.522085663	3.423168717	splitr	0	0.020512821	0	Y	Y	0	N	N	N	0.025641026	N	Y	Y	Y	615	921	-	+	0	Y	1	1	Y	N	N	14	0.371794872	5.2	2	5	1	N	N	0	0.371794872	5	0.812316508	1.011563953	1.011563953	0.812316508	4	0	0	N	N	N	Y	N	N	N	N	N
4	0.9624875	0.1994102	0.4756765	N	N	3.531021959	3.738088323	3.531021959	splitr	2	2.22E-16	2.22E-16	Y	Y	0	N	N	N	2.22E-16	N	Y	Y	Y	718	750	+	-	2.22E-16	N	1	1	N	N	Y	1	0.15	1	1	0	1	Y	N	0.15	0	7	0.71524724	1.118851039	1.118851039	0.71524724	4	0	0	N	N	N	N	N	Y	N	N	Y
2	0.917482	0.06614888	0.04769614	N	N	3.273949355	3.394876331	3.273949355	splitr	6	0	0	N	N	0	N	N	N	0	N	N	N	N	871	528	+	+	0	Y	1	1	Y	Y	N	1	0.910891089	1	1	0	1	N	N	0.910891089	0	18	1.031999589	0.940039229	1.031999589	0.940039229	1	0	0	N	N	N	N	N	N	N	N	N
3	0.00375237	0.02072119	0.00922645	N	N	3.32952733	3.502729573	3.32952733	splitr	4	0	0	N	N	0	N	N	N	0	N	N	N	Y	113	10911	+	+	0	Y	1	1	Y	N	N	106	0.507936508	37.55555556	4	9	1	N	N	0.507936508	0	9	0.321861258	0.418930526	0.418930526	0.321861258	2	0	0	N	N	N	Y	N	N	N	N	N
1	1.87E-06	0.1448815	0.08085731	N	N	3.315884535	3.584410003	3.315884535	splitr	1	1.11E-16	0	N	N	0	N	N	N	0	N	N	Y	N	1406	1	+	+	1.11E-16	Y	1	1	N	Y	N	67	0.773584906	26.75	2	8	1	N	N	0	0.773584906	8	0.581475746	0.244589004	0.581475746	0.244589004	2	0	0	N	N	N	N	N	Y	N	N	N
105	0.8827816	0.01273218	0.03211589	N	Y	3.08418372	3.555044694	3.08418372	splitr	234	0.80952381	0.476190476	N	Y	0.142857143	N	N	N	1	N	N	N	Y	19	32313	-	-	0.80952381	Y	1	1	Y	N	N	5	0	2.095238095	1	13	1	N	N	0	0	21	0.452258914	0.618394841	0.618394841	0.452258914	2	0	0	N	N	N	N	N	N	N	N	N
22	0.760229	0.4862637	0.4185987	N	N	3.496407364	3.382306459	3.382306459	splitr	6	0	0.021276596	Y	Y	0	N	N	N	0.042553191	Y	Y	Y	Y	599	269	-	+	0	N	1	1	N	N	N	1	0	1	1	0	1	Y	N	0	0	69	1.162951493	1.139877058	1.162951493	1.139877058	4	0	0	N	N	Y	N	N	N	Y	N	Y
70	0.03735284	0.006232949	0.008473332	N	N	3.29081515	3.526805742	3.29081515	splitr	0	2.22E-16	0	Y	N	0	N	N	N	0	N	N	Y	N	60366	50	-	+	2.22E-16	Y	1	1	N	Y	N	1	0	1	1	0	1	N	N	0	0	6	0.572245973	0.553786425	0.572245973	0.553786425	2	0	0	N	N	N	N	N	N	N	N	N
14	0.4174446	0.5479371	0.9629864	N	N	3.706162361	3.613607477	3.613607477	splitr	171	0.763392857	0.763392857	Y	Y	0.25	N	N	N	0.794642857	N	Y	Y	Y	95457	62906	+	-	0.763392857	Y	1	1	N	N	N	12	0	2.6	1	7	2	Y	N	0	0	20	0.996815565	1.066038868	1.066038868	0.996815565	4	0	0	N	N	N	N	N	Y	N	N	N
4	0.001627554	0.02024219	0.01008375	N	N	3.056384417	3.562325426	3.056384417	splitr	1	0	0	N	N	0.571428571	N	Y	N	0	N	N	N	N	490	127	-	-	0	Y	1	1	Y	N	N	20	1	16.14285714	8	7	1	N	N	1	0	7	0.286122986	0.36919095	0.36919095	0.286122986	2	0	0	N	Y	N	N	N	N	N	N	N
363	0.1206856	0.001922294	0.003261379	N	N	3.334648636	3.389123182	3.334648636	splitr	8	0.035874439	0	N	N	0	N	N	N	0.179372197	N	N	N	Y	78	9145	+	+	0.035874439	Y	1	1	N	N	N	258	1	56.41666667	3	12	1	N	N	1	0.458333333	12	0.86000487	0.83034953	0.86000487	0.83034953	2	0	0	Y	N	N	Y	N	N	N	N	N
17	0.7269735	0.9854825	0.9150352	N	N	3.461920749	3.708890848	3.461920749	splitr	2	0	0.005076142	Y	Y	0	N	N	N	0.005076142	N	Y	Y	Y	5333	890	+	-	0	Y	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	27	1.126902934	0.944028335	1.126902934	0.944028335	4	0	0	N	N	N	N	N	N	N	N	Y
7	0.8364743	0.5730603	0.8513422	N	N	2.953188473	3.656575727	2.953188473	splitr	2	0.018518519	0	N	N	0	N	Y	N	0.018518519	N	N	N	N	3494	1941	+	+	0.018518519	N	1	1	N	Y	Y	1	0	1	1	0	1	N	N	0	0	17	0.821105214	0.705862377	0.821105214	0.705862377	1	0	0	N	N	N	N	N	N	N	N	Y
12	0.850836	0.9892284	0.81914	N	N	3.706162361	3.465514472	3.465514472	splitr	4	0.014285714	0	Y	Y	0	N	N	N	0.114285714	Y	Y	Y	Y	2068	1964	+	-	0.014285714	N	1	1	N	N	N	1	0	1	1	0	1	Y	N	0	0	22	1.07319892	1.008374824	1.07319892	1.008374824	4	0	0	N	N	N	N	N	N	N	N	Y
18	1	0.5048861	0.5698594	N	N	3.472291342	3.603598259	3.472291342	splitr	3	0	0	Y	Y	0	N	N	N	0	N	N	Y	Y	5743	876	+	+	0	Y	1	1	Y	N	N	1	0	1	1	0	2	N	N	0	0	27	1.397319399	1.094806952	1.397319399	1.094806952	2	0	0	N	N	N	N	N	Y	N	N	Y
3	1	0.3551158	0.7206455	Y	N	3.114443339	3.319116883	3.114443339	splitr	4	0.021276596	0.085106383	Y	Y	0	N	N	N	0.085106383	Y	N	Y	Y	331	1202	+	+	0.021276596	N	1	1	Y	N	N	1	0	1	1	0	1	N	N	0	0	9	1.087604275	1.058793565	1.087604275	1.058793565	2	0	0	N	N	N	N	N	N	N	N	N
16	1	0.3694247	0.4568753	N	N	3.447191452	3.216384947	3.216384947	splitr	3	0	0	Y	Y	0	N	N	N	0	Y	Y	Y	Y	354	909	-	+	0	N	1	1	N	N	N	1	0	1	1	0	2	N	N	0	0	14	1.087604275	1.303684594	1.303684594	1.087604275	4	0	0	N	N	N	N	N	N	N	N	Y
3	0.8953228	0.6438261	0.5465517	N	N	3.324198337	3.469770542	3.324198337	splitr	4	0.015748031	0.015748031	Y	N	0	N	N	N	0.007874016	N	Y	Y	Y	1405	5867	-	+	0.015748031	Y	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	5	0.705862377	0.763483795	0.763483795	0.705862377	4	0	0	N	N	N	N	N	N	Y	N	Y
7	0.3352008	0.3921304	0.6724404	N	N	2.846967866	3.571672297	2.846967866	splitr	1	0.006369427	0	Y	N	0	N	N	N	0.044585987	N	Y	Y	Y	1939	3749	+	-	0.006369427	Y	1	1	N	N	N	5	0.23030303	1.294117647	1	2	1	N	N	0.23030303	0	17	1.188441757	1.253265853	1.253265853	1.188441757	4	0	0	N	N	N	N	N	Y	Y	Y	Y
1	1	0.2869327	0.2962801	N	N	3.348883419	3.530399465	3.348883419	splitr	5	0	0.037313433	Y	Y	0	N	N	N	0.037313433	N	Y	Y	Y	1746	1505	+	-	0	Y	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	12	1.051590888	0.972361438	1.051590888	0.972361438	4	0	0	N	N	N	N	N	N	N	N	Y
87	0.8098033	0.9214807	0.2161649	Y	N	3.603598259	3.480644997	3.480644997	splitr	4	0	0.006134969	Y	Y	0	N	N	N	0.006134969	Y	Y	Y	Y	1617	2373	+	-	0	N	1	1	N	N	N	1	0	1	1	0	1	Y	N	0	0	103	1.210049789	1.26046853	1.26046853	1.210049789	4	0	0	N	N	N	N	N	N	N	N	Y
34	0.7369002	0.1421626	0.7663555	N	N	2.55133915	3.435283927	2.55133915	splitr	2	0.035714286	0.017857143	N	N	0	N	N	N	0.410714286	N	N	Y	Y	12	93327	-	+	0.035714286	Y	1	1	N	N	N	176	0.243589744	54.18181818	4	11	1	N	N	0.243589744	0	11	0.391425297	0.617247584	0.617247584	0.391425297	2	0	0	N	N	Y	Y	Y	N	N	N	N
7	1.96E-08	0.008782116	0.008254527	N	N	3.65488031	3.416793074	3.416793074	splitr	8	0	0	N	Y	0	N	N	N	0	N	N	N	Y	1805	15265	+	+	0	Y	1	1	Y	N	N	567	0.91954023	132.96	6	25	1	N	N	0.91954023	0	25	0.436589755	0.637320676	0.637320676	0.436589755	2	0	0	N	N	N	N	N	N	N	N	N
10	0.1894337	0.7186594	0.6886152	N	Y	3.225298315	3.692589925	3.225298315	splitr	3	0	0.015706806	Y	Y	0	Y	N	N	0.015706806	N	Y	Y	Y	730	1235	+	-	0	N	1	1	N	N	N	4	0	2.857142857	2	7	1	N	N	0	0	7	0.800515637	0.785315973	0.800515637	0.785315973	4	0	0	N	N	N	N	N	N	N	N	Y
9	0.6071696	0.3503437	0.8990048	N	Y	3.668483251	3.913356706	3.668483251	splitr	4	0.865079365	0	N	N	0	N	N	N	0.23015873	N	N	Y	N	31	3289	-	-	0.031746032	Y	1	1	Y	Y	N	1	1	1	1	0	1	N	N	1	0	30	0.354658827	0.749850091	0.749850091	0.354658827	1	0	0	N	N	N	N	N	Y	N	N	N
3	0.3741882	0.8662623	0.687021	N	Y	3.573367714	3.408479272	3.408479272	splitr	0	0.021978022	0	Y	Y	0	N	N	N	0.010989011	N	Y	Y	Y	217	441	+	-	0.021978022	Y	1	1	N	N	N	2	0	1.625	1	5	1	N	N	0	0	8	0.901846731	1.023444043	1.023444043	0.901846731	4	0	0	N	N	N	Y	N	N	N	N	Y
5	0.07208122	0.01427962	0.0148879	N	N	3.627210419	3.340000557	3.340000557	splitr	0	0	0	Y	N	0	N	N	N	0	N	N	Y	N	295130	554	+	+	0	Y	1	1	N	Y	N	10	0.328571429	10	10	8	1	N	N	0.328571429	0	8	1.006345189	0.553489854	1.006345189	0.553489854	3	0	0	N	N	N	N	N	N	N	N	N
1	0.000324131	0.1478249	0.09477957	N	N	3.738088323	3.323333101	3.323333101	splitr	0	0	0	N	N	1	N	N	N	0	N	N	N	N	1	2239	+	+	0	Y	1	1	Y	Y	N	2	1	1.6	1	3	1	N	N	1	0.946428571	5	0.413520869	0.406266117	0.413520869	0.406266117	2	0	0	N	N	N	N	N	N	N	N	N
19	0.6217551	0.8947787	0.5760914	N	N	2.949130741	3.400165471	2.949130741	splitr	1	0.004878049	0.004878049	Y	N	0	N	N	N	0.004878049	N	Y	Y	Y	8759	15630	-	+	0.004878049	Y	1	1	N	N	N	1	0	1	1	0	2	N	N	0	0	44	1.21788821	1.262377277	1.262377277	1.21788821	4	0	0	N	N	N	N	N	N	Y	N	Y
3	0.02054249	0.128379	0.2556512	Y	Y	3.567045505	3.235237176	3.235237176	splitr	2	0	1.11E-16	Y	Y	0	Y	N	N	1.11E-16	N	N	Y	Y	5464	2141	+	-	0	N	1	1	N	N	N	1	0	1	1	0	1	N	Y	0	0	5	0.884220207	0.561674471	0.884220207	0.561674471	2	0	0	N	N	Y	N	N	N	N	N	N
14	0.7021091	0.8176589	0.4337555	N	N	3.569606158	3.309602178	3.309602178	splitr	2	0.013888889	0.013888889	Y	Y	0	N	N	N	0.013888889	N	Y	Y	Y	763	2080	-	+	0	Y	1	1	N	N	N	1	0.465753425	1	1	0	1	N	N	0	0.465753425	10	0.717386206	0.811925474	0.811925474	0.717386206	4	0	0	N	N	N	N	N	N	Y	N	Y
11	0.4982172	0.671129	0.3576027	N	N	3.449845391	3.530399465	3.449845391	splitr	1	0	0	Y	Y	0	N	N	N	0	N	Y	Y	Y	287	1675	-	+	0	Y	1	1	N	N	N	2	0	1.130434783	1	3	1	N	N	0	0	23	0.984320608	0.928709275	0.984320608	0.928709275	4	0	0	N	N	N	N	N	N	N	N	Y
1	0.000293461	0.1508025	0.09772878	N	N	3.417415568	3.728246938	3.417415568	splitr	3	0	0	Y	Y	0	Y	N	N	0	N	N	Y	Y	1647	2049	+	-	0	N	1	1	N	N	N	1	0	1	1	0	1	N	N	0	0	6	1.056615342	0.850853407	1.056615342	0.850853407	3	0	0	N	N	Y	N	N	N	N	N	N
4	0.6470347	0.3852106	0.6671149	N	N	3.627210419	3.467042055	3.467042055	splitr	0	0.008547009	0	Y	Y	0	N	N	N	0	N	Y	Y	Y	373	1726	+	-	0	Y	1	1	N	N	N	2	0	1.875	1	14	1	Y	N	0	0	16	1.12326019	0.999567847	1.12326019	0.999567847	4	0	0	N	N	N	N	N	N	N	N	Y
3	0.006397299	0.02716383	0.0156717	N	N	3.334207555	3.34256121	3.334207555	splitr	5	0	0	Y	N	0	N	N	N	0	Y	N	Y	N	5330	125	+	+	0	N	1	1	N	Y	N	3	0	2	1	3	1	N	N	0	0	6	0.180523959	0.17049485	0.180523959	0.17049485	1	0	0	N	N	N	N	N	Y	N	N	N
28	1	0.9389454	0.3012744	N	N	3.331686755	3.45720067	3.331686755	splitr	2	0.009803922	0.009803922	Y	Y	0	N	N	N	0.009803922	N	Y	Y	Y	1099	696	+	-	0.009803922	Y	1	1	N	N	N	1	0	1	1	0	1	Y	N	0	0	103	1.116495937	1.291632555	1.291632555	1.116495937	4	0	0	N	N	N	N	N	N	N	N	Y
